isbn,title,authors,overview
9781590000000,A Writing Kind Of Day: Poems For Young Poets,['Ralph Fletcher'],"<p>It's easy to make one,<br>
lying on your back in the newest snow.<br>
you&nbsp;move your arms like wings.<br>
Later you forget about your creation,<br>
go inside for a mug of hot chocolate.<br>
That's when she rises from the snow takes a feathery breath, tries out her wings.</p>
<p>So begins a poem about making a snow angel, but it might also refer to the mysterious way that a poem comes into being and takes on a life of its own. In this new collection, Ralph Fletcher shows us&nbsp;how you&nbsp;can write a poem about almost anything: a baby sister, a Venus's-flytrap, a failing grandmother, a squished squirrel, grammar homework, and more. These poems take us inside the creative process as they reveal both the playfulness and the&nbsp;power of poetry.&nbsp;More than anything, they invite us&nbsp;to pick up pen and paper and write some poems of your own.</p>"
9780380000000,A Perfect Time For Pandas (magic Tree House),['Mary Pope Osborne'],"<p>Jack and Annie are ready for their next adventure in the <i>New York Times</i> bestselling middle-grade series—the Magic Tree House!</p>
<p>Time-traveling brother-and-sister team Jack and Annie have to find a certain kind of food—the fourth thing needed to save Merlin’s beloved penguin, Penny. The magic tree house whisks them off to a village in the mountains of southeast China, close to a world-famous panda reserve. Will it be their easiest adventure yet? Not a chance! Jack and Annie don't know it, but they’ve arrived on the day of a historic earthquake!</p>
<p>How will Jack and Annie survive when the giant quake strikes? Will they be able to rescue the pandas? And how will they ever get back to the tree house so that they can fulfill their quest to save Penny as well?</p>
<p>Mary Pope Osborne conjures up another fast-paced adventure filled with danger, mystery, and magic in the bestselling Magic Tree House series.<br>
 &nbsp;<br>
 Visit the Magic Tree House website!<br>
 MagicTreeHouse.com</p>"
9780230000000,"A River Runs Through It And Other Stories, Twenty-fifth Anniversary Edition",['Norman Maclean'],"<p>Just as Norman Maclean writes at the end of ""A River Runs through It"" that he is ""haunted by waters,"" so have readers been haunted by his novella. A retired English professor who began writing fiction at the age of 70, Maclean produced what is now recognized as one of the classic American stories of the twentieth century. Originally published in 1976, <i>A River Runs through It and Other Stories</i> now celebrates its twenty-fifth anniversary, marked by this new edition that includes a foreword by Annie Proulx.</p>
<p>Maclean grew up in the western Rocky Mountains in the first decades of the twentieth century. As a young man he worked many summers in logging camps and for the United States Forest Service. The two novellas and short story in this collection are based on his own experiences—the experiences of a young man who found that life was only a step from art in its structures and beauty. The beauty he found was in reality, and so he leaves a careful record of what it was like to work in the woods when it was still a world of horse and hand and foot, without power saws, ""cats,"" or four-wheel drives. Populated with drunks, loggers, card sharks, and whores, and set in the small towns and surrounding trout streams and mountains of western Montana, the stories concern themselves with the complexities of fly fishing, logging, fighting forest fires, playing cribbage, and being a husband, a son, and a father.</p>
<p>By turns raunchy, poignant, caustic, and elegiac, these are superb tales which express, in Maclean's own words, ""a little of the love I have for the earth as it goes by."" A first offering from a 70-year-old writer, the basis of a top-grossing movie, and the first original fiction published by the University of Chicago Press, <i>A River Runs through It and Other Stories</i> has sold more than a million copies. As Proulx writes in her foreword to this new edition, ""In 1990 Norman Maclean died in body, but for hundreds of thousands of readers he will live as long as fish swim and books are made.""</p>
<p>""Altogether beautiful in the power of its feeling. . . . As beautiful as anything in Thoreau or Hemingway.""—Alfred Kazin, <i>Chicago Tribune Book World</i></p>
<p>""It is an enchanted tale. . . . I have read the story three times now, and each time it seems fuller.""— Roger Sale, <i>New York Review of Books</i></p>
<p>""Maclean's book—acerbic, laconic, deadpan—rings out of a rich American tradition that includes Mark Twain, Kin Hubbard, Richard Bissell, Jean Shepherd, and Nelson Algren. I love its sound.""—James R. Frakes, <i>New York Times Book Review</i></p>
<p>""The title novella is the prize. . . . Something unique and marvelous: a story that is at once an evocation of nature's miracles and realities and a probing of human mysteries. Wise, witty, wonderful, Maclean spins his tales, casts his flies, fishes the rivers and the woods for what he remembers from his youth in the Rockies.""—<i>Publishers Weekly</i></p>
<p>""Ostensibly a 'fishing story,' 'A River Runs through It' is really an autobiographical elegy that captivates readers who have never held a fly rod in their hand. In it the art of casting a fly becomes a ritual of grace, a metaphor for man's attempt to move into nature.""—Andrew Rosenheim, <i>The Independent</i></p>


                        <p>From its first sentence to the last, this novella by Norman Maclean will captivate readers with its vivid images of the Blackfoot River, its tender yet realistic renderings of Maclean's father and brother and its uncanny blending of fly fishing with the affections of the heart. ""Wise, witty, wonderful . . .""--Publishers Weekly.
</p>"
9781400000000,A Nervous Night (katie Woo),['Fran Manushkin'],"<p>Katie Woo is so excited to spend the night at her grandparents' house. But once she gets to their house, she feels a little nervous. How will she ever spend a whole night in the strange house?</p>"
9781450000000,"Trio Of Dimensional Flowers: Create 3 Beautiful Three-dimentional Flowers Using Machine Quilting, Patchwork And Applique Techniques",['Pauline Ineson'],"<p>Learn how to make amazing three-dimensional flowers with machine quilting, patchwork and appliqué techniques.</p>
<ul>
<li>Detailed step-by-step artworks and gorgeous photography beautifully illustrate Pauline's innovative techniques, which are acompanied by full-size templates.</li>
<li>Variations for each flower show how you can adapt the colours and designs to create your own unique versions.</li>
<li>Includes examples of stunning quilt blocks incorporating the flower designs.</li>
</ul>"
9780470000000,"A Question Of Evidence: The Casebook Of Great Forensic Controversies, From Napoleon To O.j","['Evans, Colin , 1948-']","<p>Lee Harvey Oswald.</p>
<p>Samuel Sheppard.</p>
<p>O. J. Simpson.</p>
<p>The infamous cases surrounding these individuals seem to be forever clouded by doubt and suspicion. They are among the many cases from around the globe that resist a satisfyingly scientific conclusion and, to some, remain more open than shut.</p>
<p>In A Question of Evidence, the author of The Casebook of Forensic Detection details some of the most vexing forensic controversies of all time. From the Turin Shroud to the death of Napoleon Bonaparte to the assassination of JFK, Colin Evans lays out the conflicting medical and scientific evidence of each case and shows how it was used or mishandled in reaching a verdict. You'll discover why even the most efficient crime lab and expert testimony can still fail to resolve a difficult case to everyone's complete satisfaction.</p>
<p>As absorbing and suspenseful as the most gripping mystery novel, A Question of Evidence will have you pondering the verdicts long after the last gavel comes down.</p>"
9780060000000,"A Series Of Unfortunate Events Collection, Books 1-3 With Bonus Material: The Bad Beginning, The Reptile Room, The Wide Window","['Lemony Snicket', 'Brett Helquist']","<p>Lemony Snicket’s unhappy tale of the unlucky Baudelaire siblings begins with <em>The Bad Beginning</em>. In this short bothersome book alone, the three orphans encounter a greedy and repulsive villain, itchy clothing, a disastrous fire, a plot to steal their fortune, and cold porridge for breakfast.</p>
<p>Should you not mind deadly serpents, slippery salamanders, lumpy beds, large brass reading lamps, long knives, and terrible odors, then proceed with caution to the second book in the miserable series, <em>The Reptile Room</em>.</p>
<p>Readers unbothered by inclement weather, hungry leeches, and cold cucumber soup will want to continue with the third installment, <em>The Wide Window</em>. Others will not.</p>
<p>If you’ve got the stomach to wade through the first three tragic tales in Lemony Snicket’s A Series of Unfortunate Events, then this troubling collection might be the one for you. Several loathsome extras, including a compilation of unsettling quotations and a very disturbing portrait, await those who successfully complete the wretched journey. You’ve been warned!</p>"
9781430000000,Soldier For Keeps (love Inspired Series),['Jillian Hart'],"<p>Lexie Evans is <i>not</i> looking for a relationship with Pierce Granger. And that's just fine by the handsome soldier. Neither one has time for romance, but they can both commit to friendship, right? Then, after months as pen pals, Pierce visits Lexie's family ranch in Wyoming. Face to face with her friend, Lexie realizes her feelings toward him have changed. She's finally ready for love--but is Pierce ready to be hers for keeps?<br>
<br>
</p>"
9780060000000,A Poisoned Season (lady Emily Ashton) (lady Emily Mysteries),['Tasha Alexander'],"<p>London's social season is in full swing, and Victorian aristocracy can't stop whispering about a certain gentleman who claims to be the direct descendant of Louis XVI and Marie Antoinette. But he's not the only topic of wagging tongues. Drawing rooms, boudoirs, and ballrooms are abuzz with the latest news of an audacious cat burglar who has been systematically stealing valuable items that once belonged to the ill-fated queen.</p>
<p>Light gossip turns serious when the owner of one of the pilfered treasures is found murdered, and the mysterious thief develops a twisted obsession with Lady Emily Ashton. It will take all of Emily's wit and perseverance to unmask her stalker and ferret out the murderer, while faced with a brewing scandal that threatens both her reputation and her romance with her late husband's best friend, the dashing Colin Hargreaves.</p>"
9780770000000,A Natural History Of Dragons: A Memoir By Lady Trent (the Lady Trent Memoirs),['Marie Brennan'],"<p>Marie Brennan begins a thrilling new fantasy series in <i>A Natural History of Dragons,</i> combining adventure with the inquisitive spirit of the Victorian Age.</p>
<p class=""null1"">You, dear reader, continue at your own risk. It is not for the faint of heart—no more so than the study of dragons itself. But such study offers rewards beyond compare: to stand in a dragon’s presence, even for the briefest of moments—even at the risk of one’s life—is a delight that, once experienced, can never be forgotten. . . .</p>
<p>All the world, from Scirland to the farthest reaches of Eriga, know Isabella, Lady Trent, to be the world’s preeminent dragon naturalist. She is the remarkable woman who brought the study of dragons out of the misty shadows of myth and misunderstanding into the clear light of modern science. But before she became the illustrious figure we know today, there was a bookish young woman whose passion for learning, natural history, and, yes, dragons defied the stifling conventions of her day.</p>
<p>Here at last, in her own words, is the true story of a pioneering spirit who risked her reputation, her prospects, and her fragile flesh and bone to satisfy her scientific curiosity; of how she sought true love and happiness despite her lamentable eccentricities; and of her thrilling expedition to the perilous mountains of Vystrana, where she made the first of many historic discoveries that would change the world forever.</p>
<p>“Saturated with the joy and urgency of discovery and scientific curiosity.”<i><b>—</b>Publishers Weekly</i> (Starred Review) on <i>A Natural History of Dragons</i></p>"
9780150000000,A Northern Light,"['Donnelly', 'Jennifer']","<p>Mattie Gokey has a word for everything. She collects words, stores them up as a way of fending off the hard truths of her life, the truths that she can't write down in stories.<br>
The fresh pain of her mother's death. The burden of raising her sisters while her father struggles over his brokeback farm. The mad welter of feelings Mattie has for handsome but dull Royal Loomis, who says he wants to marry her. And the secret dreams that keep her going—visions of finishing high school, going to college in New York City, becoming a writer.<br>
Yet when the drowned body of a young woman turns up at the hotel where Mattie works, all her words are useless. But in the dead woman's letters, Mattie again finds her voice, and a determination to live her own life.<br>
Set in 1906 against the backdrop of the murder that inspired Theodore Dreiser's <i>An American Tragedy,</i> this coming-of-age novel effortlessly weaves romance, history, and a murder mystery into something moving, and real, and wholly original.</p>


                        <p>In 1906, sixteen-year-old Mattie, determined to attend college and be a writer against the wishes of her father and fiance, takes a job at a summer inn where she discovers the truth about the death of a guest. Based on a true story.
</p>"
9780690000000,A Potty For Me!,['Karen Katz'],"<p>Mommy got me a brand new potty!</p>
<p>But I'm not ready yet!</p>
<p>I want to run and play.</p>
<p>Uh-oh, I peed in my pants.</p>
<p>But Mommy says, ""That's okay!""</p>
<p>Children will love following along and lifting the flaps to see the child play, sit on thepotty, eat, sit on the potty, sleep, and then sit on the potty...until <i>finally</i> there is success.</p>
<p> Written from a child's point of view, this new potty-training book will help children join in the final refrain, ""I'm so proud of me!""</p>"
9780310000000,A Town Like Alice (vintage International),['Nevil Shute'],"<p>Nevil Shute’s most beloved novel, a tale of love and war, follows its enterprising heroine from the Malayan jungle during World War II to the rugged Australian outback.</p>
<p>Jean Paget, a young Englishwoman living in Malaya, is captured by the invading Japanese and forced on a brutal seven-month death march with dozens of other women and children. A few years after the war, Jean is back in England, the nightmare behind her. However, an unexpected inheritance inspires her to return to Malaya to give something back to the villagers who saved her life. But it turns out that they have a gift for her as well: the news that the young Australian soldier, Joe Harmon, who had risked his life to help the women, had miraculously survived. Jean’s search for Joe leads her to a desolate Australian outpost called Willstown, where she finds a challenge that will draw on all the resourcefulness and spirit that carried her through her war-time ordeals.</p>"
9780430000000,A Sheetcake Named Desire (a Piece Of Cake Mystery),['Jacklyn Brady'],"<p>New Orleans pastry chef Rita Lucero is out to bake her way to the top. But when she finds her almost-ex-husband killed with a chef's knife in his back, she becomes suspect number one. Now it's up to her to find the real killer before she winds up as the next victim served.</p>"
9780060000000,A Special Gift For Grammy,['Jean Craighead George'],"<p>Newbery Medal winner Jean Craighead George, author of <b>Julie of the Wolves</b>, wrote more than one hundred books for children and young adults. In her heartwarming picture book, <b>A Special Gift for Grammy</b>, she celebrates the relationship between grandmother and grandchild.</p>
<p>Hunter loves his grandmother so much that he gives her a very special gift. He presents Grammy with a pile of stones that he has carefully collected, and his grandmother is delighted. She finds them as amazing as Hunter does, because she shares his imagination and his appreciation of the natural world. Together they discover many uses for the stones, creating memories that will last a lifetime along the way.</p>
<p>Jean Craighead George’s <b>A</b> <b>Special Gift for Grammy</b> is illustrated with expressive full-color art by the acclaimed team of Steve Johnson and Lou Fancher.</p>"
9781930000000,A Man Lay Dead: Inspector Roderick Alleyn #1 (inspectr Roderick Alleyn),['Ngaio Marsh'],"<p>Ngaio Marsh was one of the queens (she has been called the empress) of England’s Golden Age of mystery fiction. And in true Golden Age fashion, her oeuvre opens with, yes, a country-house party between the two world wars – servants bustling, gin flowing, the gentlemen in dinner jackets, the ladies all slink and smolder. Even more delicious: The host, Sir Hubert Handesley, has invented a new and especially exciting version of that beloved parlor entertainment, The Murder Game.</p>"
9781430000000,A Royal Marriage Of Convenience,['Marion Lennox'],"<p>Nikolai de Montez, an international lawyer, has just discovered he's the estranged heir to the throne of Alp de Montez. To rightfully rule, he must marry Rose!</p>
<p>Rose McCray is an ordinary country vet, but her royal bloodline makes her Nik's bride of choice--and Rose knows it's her duty to accept.</p>
<p>The wedding ceremony is sumptuous, but when the formalities are over it's time for the prince and princess of Alp de Montez to get to know one another as man and wife!</p>"
9781590000000,A Question Of Murder,"['Cyril H. Wecht', 'Dawna Kaufmann']","<p>No one has performed more autopsies in high-profile cases than Dr. Cyril Wecht. During the past four decades, he has dissected more than 16,000 bodies to determine how and why they died. He has testified in hundreds of trials and exhumed dozens of corpses. He’s investigated the deaths of presidents and princes, coal miners and Hollywood stars. From the tragic homicides of Laci Peterson and Nicole Brown Simpson to the mysteries that surround the deaths of JonBenét Ramsey and Natalee Hollaway, CNN, MSNBC, FOX News, the New York Times, and others, call upon Dr. Wecht to provide his expert analysis.<br>
The expertise of one of the leading forensic pathologists in the world and accomplished true-crime journalist Dawna Kaufmann come together to present five fascinating cases in this riveting page-turner filled with many details available nowhere else:</p>
<p>• Who or what killed Anna Nicole Smith? Who or what killed her young son, Daniel Smith? Was his death associated with Anna Nicole’s own demise just months later? Dr. Wecht—who was hired to do an independent autopsy on the body of Daniel Smith—considers whether someone attempted to get one or both of them out of the way.<br>
• Who killed twelve-year-old Stephanie Crowe, who was found stabbed to death in the hallway of her home? Dr. Wecht’s acumen helped straighten out a baffling whodunit that had left local law enforcement going down the wrong path.<br>
• Should David Westerfield be on death row for the murder of his seven-year-old neighbor, Danielle van Dam? What were the mistakes and victories in that dramatic trial?<br>
• During the horrific aftermath of Hurricane Katrina, did medical professionals at a distinguished New Orleans hospital purposely inject elderly patients with heart-stopping medications? What does the evidence say?</p>"
9780060000000,Grandpa Spanielson's Chicken Pox Stories: Story #2: A Snout For Chocolate (i Can Read Level 2),['Denys Cazet'],"<p>Nothing beats the chicken pox itches like Grandpa Spanielson's famous story of mystery, bravery, and one very big pig!</p>"
9780200000000,A Practical Introduction To Phonetics (oxford Textbooks In Linguistics),['J. C. Catford'],"<p>Now in a new edition, this unique interactive introduction to the study of phonetics shows students how to examine the entire range of human sounds through a series of 124 introspective experiments carried out in their own vocal tracts. It systematically covers all types of speech modification (breath, voice, whisper, creak), articulation (the ways in which the air stream is finally modulated to generate specific types of sound), and prosodic features (stress, syllable, tone, intonation). This text also includes a chapter on sound systems—the ways in which particular languages utilize and systematize the universal sound-producing potential of humans. By actually articulating sounds and attending to the motor sensations they produce, readers acquire a deep, personal awareness of the principles of phonetic analysis and classification.<br>
 This second edition of A Practical Introduction to Phonetics features a new format and text design; updated use of phonetic symbols in line with the latest International Phonetic Alphabet Chart (1996); a revised further reading section that includes recent publications; and additional references to several important new publications. Informed throughout by recent research in aerodynamics and acoustics, this highly practical text is ideal for courses in introduction to phonetics and will be of interest to a wide range of students and teachers of languages, linguistics, speech therapy, and anthropology.</p>"
9780690000000,A Time For Trumpets: The Untold Story Of The Battle Of The Bulge,['Charles B. Macdonald'],"<p>On December 16, 1944, the vanguard of three German armies, totaling half a million men, attacked U.S. forces in the Ardennes region of Belgium and Luxembourg, achieveing what had been considered impossible — total surprise. In the most abysmal failure of battlefield intelligence in the history of the U.S. Army, 600,000 American soldiers found themselves facing Hitler's last desperate effort of the war.</p>
<p>The brutal confrontation that ensued became known as the Battle of the Bulge, the greatest battle ever fought by the U.S. Army — a triumph of American ingenuity and dedication over an egregious failure in strategic intelligence. <b>A Time for Trumpets</b> is the definitive account of this dramatic victory, told by one of America's most respected military historians, who was also an eyewitness: MacDonald commanded a rifle company in the Battle of the Bulge. His account of this unique battle is exhaustively researched, honestly recounted, and movingly authentic in its depiction of hand-to-hand combat.</p>
<p>Mingling firsthand experience with the insights of a distinguished historian, MacDonald places this profound human drama unforgettably on the landscape of history.</p>"
9780800000000,A Nation's Hope: The Story Of Boxing Legend Joe Louis,['Matt De La Peña'],"<p>On the eve of World War II, African American boxer Joe Louis fought German Max Schmeling in a bout that had more at stake than just the world heavyweight title; for much of America their fight came to represent America's war with Germany. This elegant and powerful picture book biography centers around the historic fight in which Black and White America were able to put aside prejudice and come together to celebrate our nation's ideals.</p>"
9780380000000,A Song in Bethlehem,"['Marni McGee', 'Jason Cockcroft']","<p>ONE CHILL EVENING IN BETHLEHEM, young Naomi hears of an amazing sight: at the inn's stable, there are three men rich as kings, with rubies round their necks and gold on their fingers. Eager, Naomi rushes to catch a glimpse. But by the time she arrives, the men are gone.Yet Naomi discovers a different treasure: a baby boy, with parents kind and wise. And when she receives the gift of a flute from the baby and his family, her life is transformed forever and her world is full of music. It is a night full of wonders. It is the first Christmas.<i>A Song in Bethlehem</i> is a lyrical and stunning tale of the strength of love and compassion, filled with all the magic of Christmas.</p>"
9781400000000,A Walk Through The Dark: How My Husband's 90 Minutes In Heaven Deepened My Faith For A Lifetime,"['Eva Piper', 'Cecil Murphey']","<p>One day Eva Piper was an elementary school teacher, the mother of three, the beloved wife of a strong, protective husband.</p>
<p>The next day she stood at the bedside of a broken man who could do nothing but moan in agony and turn his head away from her.</p>
<p>Later she would learn that he had died and actually experienced heaven before being prayed back to life—a true miracle. Don Piper’s testimony, told in the <i>New York Times</i> bestseller <i>90 Minutes in Heaven</i>, would one day bring hope to thousands. But all that was in the future. Despite family and friends who kept vigil with her, Eva Piper found herself essentially alone. Walking in the dark. And she had always hated the dark.</p>
<p>Though it parallels that of her husband, Eva Piper’s account is quite different from his. It takes readers not to heavenly places but through a very earthly maze of hospital corridors, insurance forms, tiring commutes from home to workplace and hospital, and lonely hours of waiting and worrying. This is the story of a woman learning, step by darkened step, to go places she never thought she could go and growing into a person she never thought she could be. Packed with hard-earned wisdom about what it means to be a caregiver, to open yourself to the care of others, and to rest in God’s provision, this book provides a dependable source of light to help you walk through the dark.</p>"
9781400000000,"A More Beautiful You: Reverse Aging Through Skin Care, Plastic Surgery, And Lifestyle Solutions",['Dr. Robert M. Freund Facs'],"<p>One of the most accessible guides to looking your best at every age ever published, A More Beautiful You demystifies the products, dermatological treatments, and cosmetic surgery procedures available over the counter and from doctors today. Dr. Robert Freund, MD, FACS-a board certified plastic and reconstructive surgeon and avid advocate for consumers-shows you how to care for your skin and provides a practical look at aging and imperfect features and what can be done to repair them. This comprehensive, one-stop guide is an essential resource for anyone who wants to maintain a healthy, beautiful face.</p>"
9780060000000,A Year With Rilke: Daily Readings From The Best Of Rainer Maria Rilke,"['Macy', 'Joanna (edt); Barrows', 'Anita (edt)']","<p>One of the most beloved poets of the twentieth century, Rainer Maria Rilke is widely celebrated for his depth of insight and timeless relevance. He has influenced generations of writers with his classic <b>Letters to a Young Poet</b>, and his reflections on the divine and our place in the world are disarmingly profound. <b>A Year with Rilke</b> provides the first ever reading from Rilke for every day of the year, including selections from his luminous poetry, his piercing prose, and his intimate letters and journals. Rilke is a trusted guide amid the bustle of our daily experience, reflecting on such themes as impermanence, the beauty of creation, the voice of God, and the importance of solitude. With new translations from the editors, whose acclaimed translation of Rilke's <b>The Book of Hours</b> won an ardent readership, this collection reveals the depth and breadth of Rilke's acclaimed work.</p>"
9780060000000,A Night Without Armor,['Jewel'],"<p>One of the most respected artists in popular music today, Jewel is much more than a music industry success with her debut album selling more than 10 million copies.</p>
<p>Before her gifted songwriting comes an even more individual art: Poetry.</p>
<p>Now available in paperback, <b>A Night without Armor</b> highlights the poetry of Jewel taken from her journals which are both intimate and inspiring, to be embraced and enjoyed.</p>
<p>Writing poems and keeping journals since childhood, Jewel has been searching for truth and meaning, turning to her words to record, to discover, and to reflect.</p>
<p>In <b>A Night Without Armor,</b> her first collection of poetry, Jewel explores the fire of first love, the lessons of betrayal, and the healing of intimacy. She delves into matters of the home, the comfort of family, the beauty of Alaska, and the dislocation of divorce.</p>
<p>Frank and honest, serious and suddenly playful, <b>A Night Without Armor</b> is a talented artist's intimate portrait of what makes us uniquely human.</p>"
9781840000000,A-z Of Silk Ribbon Flowers,['Ann Cox'],"<p>Perfect for beginners, this project guide features step-by-step instructions and stunning close-up photography for more than 30 flowers designs in a wide variety of styles. A comprehensive tutorial on techniques covers all of the basic skills needed to make beautiful ribbon flowers, including how to handle and work with ribbon, transfer a design to fabric using a template,&nbsp;and paint ribbons and backgrounds to achieve different effects. Each design includes a template and diagrams while inspirational ideas for variations on the main design expand the range and style of the projects. Information on ribbon stitches and gathering techniques and types of materials rounds out this useful reference.</p>"
9781560000000,A Pilot's Guide To Aircraft And Their Systems (general Aviation Reading Series),['Dale Crane'],"<p>Pilot-oriented rather than mechanic-oriented, this guide to aircraft systems is designed specifically to help general aviation pilots understand how aircraft systems work so that they can better use them in flight. In order to operate modern aircraft in the manner that the designers and manufacturers intend, pilots must understand what each handle or knob controls and must know what to expect from each system when it is employed. The understanding that pilots gain from this manual will help them enjoy their flying more and make them safer, more efficient aviators.</p>"
9781570000000,A Traveller's History of Poland,"['John Radzilowski', 'Denis Judd', 'Peter Geissler']","<p>Poland is a major European country with over 38 million inhabitants and a land area comparable to Spain. It has played a major role in European history but its subjugation by foreign powers in the nineteenth century and during the Cold War eclipsed Poland in the minds of many in Western Europe and the United States. Throughout its long and diverse history it has been a meeting place of many cultures and has given the world the poetry of Czeslaw Milosz, the music of Chopin, and the scientific discoveries of Copernicus and Marie Curie, to name but a few. In A Traveller's History of Poland, John Radzilowski vividly describes the beginnings of the country, first fragmented then reborn to overcome the aggression of the Teutonic Knights and its greedy neighbors. Poland enjoyed a Golden Age in the fifteen and sixteenth centuries but a gradual decline then led to Poland losing its autonomy despite winning many battles with its army's legendary military skill and gallantry. Yet the spirit of the country and its people lived on. Since the horrors of the Second World War and Soviet control, Poland has gradually regained its rightful place in Europe, joining NATO in 1989 and in May 2004, the EU. It is playing a new role on the European and international stage. This makes now an ideal time to introduce students and travellers to Poland and its complex history through the pages of this Traveller's History. The book includes a full chronology, a list of monarchs and rulers, a gazetteer, historical maps and is fully illustrated.</p>"
9781610000000,A Matter Of Pride,['Marie Harte'],"<p>Pride goeth before <i>his</i> fall.</p>
<p>A <i>Cougar Falls</i> Story</p>
<p>Dean Chastell has a reputation for being a troublemaker and something of a lady’s man. It’s not his fault he’s attractive, funny and hell on wheels between the sheets…or that his pranks often leave his victims smarting. But not even he deserves to get saddled with Stacey Bermin for his sins. There’s no denying the woman is gorgeous. She’s sexy as hell and aggravating in the extreme. She’s also prideful, pampered, calls him <i>hillbilly</i> and needs a swift kiss…err, <i>kick</i>, in the pants.</p>
<p>And she’s in grave danger.</p>
<p>He never thought they’d manage to spend a few hours, much less a few days, alone without going for each other’s throats, but when trouble comes calling, Dean finds he’ll do anything to keep her safe. She’s not nearly as cold as she seems. In fact, the princess brings out the prince in him he never knew existed. And he’ll move heaven and earth to keep her safe, out of danger…and in his arms, no matter the cost.</p>
<p>Warning: A trickster cat finally meets his match in a proud feline used to getting her way. Hunters, hijinks and danger abound as the pride comes together for one heck of a battle.</p>"
9780740000000,A Secret Identity (amish Farm Trilogy Series #2),['Gayle Roper'],"<p>Readers will be delighted as popular author Gayle Roper continues her contemporary Amish series (that began with <em>A Stranger's Wish</em>) with book two in The Amish Farm series, <em>A Secret Identity</em>.</p>
<p><br>
</p>
<p>Cara Bentley is raised by her grandfather to appreciate family. When she discovers-quite by accident-that he was adopted, her whole perspective changes. If he wasn't a Bentley, who was he? If she isn't a Bentley, who is she? She determines to find her ""real"" family.</p>
<p><br>
</p>
<p>Ending up in Lancaster, Pennsylvania, she takes a room at the Zook family farm.&nbsp; When she seeks the help of attorney Todd Reasoner, the search for the truth begins in earnest.</p>
<p><br>
</p>
<p>But as mysterious accidents begin to happen, Cara suspects her attempt to find out the truth is not welcome-and neither is she.</p>
<p><br>
</p>
<p>Readers will be turning pages to find the answers Cara seeks.</p>"
9780140000000,A Season of Gifts,['Richard Peck'],"<p>Relates the surprising gifts bestowed on twelve-year-old Bob Barnhart and his family, who have recently moved to a small Illinois town in 1958, by their larger-than-life neighbor, Mrs. Dowdel.</p>"
9780760000000,"A Street Through Time: A 12,000-Year Walk Through History","['Anne Millard', 'Steve Noon']","<p>Revised and updated for a new generation!</p><p>In a series of fourteen intriguing illustrations, the award-winning <i>A Street Through Time</i> tells the story of human history by exploring a street as it evolves from 10,000 BCE to the present day.</p><p>Watch the landscape and daily lives of the street's inhabitants change, as the small settlement grows into a city, is struck by war and plague, and gains trade and industry. Throughout, children are asked to study the photos in order to find a time traveler in each scene, as well as to pick out interesting details, encouraging them to pore over the unique illustrations and more easily learn about the historical background.</p>"
9780450000000,A Perfect Day,['Richard Paul Evans'],"<p>Robert Harlan has three loves: his wife, his daughter, and his writing. But when his thirst for success causes him to lose focus on his happy family life, ambition begins to consume him. When a stranger appears with a mysterious message about the brevity of his future, he discovers the truth about himself: who he has become, what he has lost, and what it will take to find love again.</p>"
9780060000000,A Short History Of The United States: From The Arrival Of Native American Tribes To The Obama Presidency,['Robert V. Remini'],"<p>Robert V. Remini's <b>A Short History of the United States</b> is an abbreviated, accessible, lively, and erudite narrative history that contains the essential facts about the discovery, settlement, growth, and development of the American nation and its institutions. Racing across the centuries—from the arrival and migration of Native Americans and the discovery of the New World by Europeans, the American Revolution, the Civil War, the Great Depression, up to the global conflicts of the twentieth and twenty-first centuries—it is a fascinating overview of a great nation's epochs and missteps, and a celebration of its achievements, its unique and enduring strengths, and its abiding commitment to individual freedoms.</p>"
9780450000000,Place Called Freedom,['Ken Follett'],"<p>Sentenced to a life of misery in the Scottish coal mines, twenty-one-year-old Mack McAsh hungers for escape. His only ally: beautiful high-born Lizzie Hallim, who is trapped in her own kind of hell.</p>
<p>In 1766, from the teeming streets of London to the infernal hold of a slave ship headed for the American colonies to a sprawling Virginia plantation, two restless young people, separated by politics and position, are bound by their search for a place called freedom....</p>


                        <p>The New York Times bestseller of <i>Dangerous Fortune</i> and <i>Eye of the Needle</i> returns with this thrilling historical novel. Sentenced to a life of misery in the Scottish coal mines, 21-year-old Mack McAsh hungers for escape. His only ally is the highborn Lizzie Hallim. In 1766, from London to the American colonies, two restless young people, separated by politics and position, are bound by their search for a place called freedom.
</p>"
9780670000000,A To Z,['Sandra Boynton'],"<p>Serious silliness for all ages. Artist Sandra Boynton is back and better than ever with completely redrawn versions of her multi-million selling board books. These whimsical and hilarious books, featuring nontraditional texts and her famous animal characters, have been printed on thick board pages, and are sure to educate and entertain children of all ages.</p>


                        <p>A variety of humorous animal characters introduce the letters of the alphabet.
</p>"
9780140000000,A View From The Bridge (penguin Classics),['Arthur Miller'],"<p>Set on the gritty Brooklyn waterfront, <i>A View from the Bridge</i> follows the cataclysmic downfall of Eddie Carbone, who spends his days as a hardworking longshoreman and his nights at home with his wife, Beatrice, and niece, Catherine. But the routine of his life is interrupted when Beatrice's cousins, illegal immigrants from Italy, arrive in New York. As one of them embarks on a romance with Catherine, Eddie's envy and delusion plays out with devastating consequences.</p>"
