id,origin,title,author,description,image
3820,Canadian,Rebelion en la granja 2017,Ashis Gupta,"Broadly adapted from George Orwell's classic &quot;Animal Farm&quot;, this book narrates the transformation of fairly happy, functional farm, taken over by a bunch of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/rebelion-en-la-granja-2017/9781988440255_cover/282970061-1-eng-CA/9781988440255_cover_coverbookpage_embed.jpg
3821,Canadian,Receptionist Under Cover,C.J. Carmichael,One missing person. One handsome adventurer. And one big case of mistaken identity: the detective's. Because Nadine Kimble isn't actually a private ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/receptionist-under-cover2/9780373783687_cover/420103366-1-eng-CA/9780373783687_cover_coverbookpage_embed.jpg
3822,Canadian,Recipe for a Perfect Wife,Karma Brown,"NO.1 NATIONAL BESTSELLER&quot;Recipe for a Perfect Wife is a bold, intoxicating, page-turner. Karma Brown has long been a favorite of mine and this book is proof ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/recipe-for-a-perfect-wife/9780735236240_cover/422454260-1-eng-CA/9780735236240_cover_coverbookpage_embed.jpg
3823,Canadian,Recipes from The Red Planet,Meredith Quartermain,"Suppose fiction is a mansion of mirrors where narrative, setting and plot are characters, and suppose this castle is haunted by Martians constantly ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/recipes-from-the-red-planet/9781897388655_cover/341981270-1-eng-CA/9781897388655_cover_coverbookpage_embed.jpg
3824,Canadian,Reckoning,A. S. Penne,"In this collection of short stories, A.S. Penne scrutinizes the all too human desire to be understood and known by others before first understanding and ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/reckoning/9780888013378_cover/95300185-1-eng-CA/9780888013378_cover_coverbookpage_embed.jpg
3825,Canadian,Recuerdos de un amor,Catherine Spencer,"Era su esposa? sólo de nombre.Se había casado con ella, se había acostado con ella y Maeve le había dado un heredero? y eso era todo lo que quería. Hasta ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/recuerdos-de-un-amor/9780373896936_cover/420247338-1-eng-CA/9780373896936_cover_coverbookpage_embed.jpg
3826,Canadian,Red,Michael Nicoll Yahgulanaas,"An innovative graphic novel, Red is the epic tale of a Haida hero, his rage and his quest for retribution.&nbsp;Referencing a classic Haida oral narrative, this ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red/9781553653530_cover/420183892-1-eng-CA/9781553653530_cover_coverbookpage_embed.jpg
3827,Canadian,Red Coat Brigade,Vernon Oickle,"On a warm, beautiful sunny day in June 1782, the women and young children of the village of Chester come together to defend their still-fledgling settlement ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-coat-brigade/9781927097816_cover/419235657-1-eng-CA/9781927097816_cover_coverbookpage_embed.jpg
3828,Canadian,"Red Dog, Red Dog",Patrick Lane,"A National Bestseller and a Globe and Mail Best Book of the YearOne of the most powerful, gripping works of fiction to come out of Canada, Red Dog, Red Dog is ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-dog-red-dog/9780771046353_cover/96216320-1-eng-CA/9780771046353_cover_coverbookpage_embed.jpg
3829,Canadian,"Red Dress, The",Paul Nicholas Mason,"Living in small-town Ontario in the 1970s offers little interest or consolation for Charlie Knowles, teenage son of an angry &quot;welfare queen&quot; single mother. ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-dress-the/9780888013361_cover/94810801-1-eng-CA/9780888013361_cover_coverbookpage_embed.jpg
3830,Canadian,Redemption,Yvonne Harris,"In this sweeping saga, Yvonne Harris tells the poignant stories of Robert and Alice, two young people who join the 1846 wagon train to cross North America on ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/redemption2/9781896124650_cover/421913065-1-eng-CA/9781896124650_cover_coverbookpage_embed.jpg
3831,Canadian,"Red Floor, The",Sheila Kindellan-Sheehan,"When eight-year-old Justin Henley, heir to the Henley fortune, drowns in the family pool while in the care of his father, anguish and a ferocious need for ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-floor-the/9781550653151_cover/419518889-1-eng-CA/9781550653151_cover_coverbookpage_embed.jpg
3832,Canadian,Red Fox,Charles G.D. Roberts,"The wily, intelligent Red Fox takes on the Canadian wilderness in this classic novel by Charles G. D. Roberts. He tangles with numerous foes, including bear, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-fox/9780887807374_cover/425426643-1-eng-CA/9780887807374_cover_coverbookpage_embed.jpg
3833,Canadian,Red Girl Rat Boy,Cynthia Flood,A Quill and Quire Best Book of the YearA Globe and Mail Best Short Fiction TitleA National Post Best Short Fiction TitleA January Magazine Best Book of the Year ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-girl-rat-boy/9781927428412_cover/116802824-1-eng-CA/9781927428412_cover_coverbookpage_embed.jpg
3834,Canadian,Red Jacket,Pamela Mordecai,"2015 Rogers Writers’ Trust Fiction Prize 2015 — Short-listedAs she comes into adulthood, Grace confronts the mystery of her own identity and the story of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-jacket2/9781459729407_cover/424738021-1-eng-CA/9781459729407_cover_coverbookpage_embed.jpg
3835,Canadian,"Red Lodge, The",H.R. Wakefield,"Reading a ghost story on Christmas eve was once as much a part of traditional Christmas celebrations as turkey, eggnog, and Santa Claus.The Red Lodge is a ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-lodge-the/9781771962551_cover/422435168-1-eng-CA/9781771962551_cover_coverbookpage_embed.jpg
3836,Canadian,Red Oblivion,Leslie Shimotakahara,Family secrets surface when two sisters travel to Hong Kong to care for their ill father.When Jill Lau receives an early morning phone call that her elderly ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-oblivion/9781459745216_cover/424511479-1-eng-CA/9781459745216_cover_coverbookpage_embed.jpg
3837,Canadian,Redpatch,Sean Harris Oliver,This is the story of a Métis soldier fighting for Canada on the Western Front of Europe during World War I. Vancouver 1914: a young Indigenous man named ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/redpatch/9781772012293_cover/421884347-1-eng-CA/9781772012293_cover_coverbookpage_embed.jpg
3838,Canadian,Red Planet Blues,Robert J. Sawyer,"Robert J. Sawyer, the author of such &quot;revelatory and though-provoking&quot;* works as Triggers and the novels of the WWW trilogy, presents a noir mystery set on a ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-planet-blues/9780670065776_cover/313041467-1-eng-CA/9780670065776_cover_coverbookpage_embed.jpg
3839,Canadian,Red Power,Brian Wright-McLeod,"At the request of tribal elders in a southern community, Billy and his Native Movement chapter are called in to assist community members caught in the middle ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-power/9781897252819_cover/287691721-1-eng-CA/9781897252819_cover_coverbookpage_embed.jpg
3840,Canadian,Red Rooms,Cherie Dimaline,Red Rooms is a unique journey articulating the lives of the Native patrons of an urban hotel as seen through the eyes of the hotels cleaning lady. The ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-rooms2/9781894778381_cover/97643717-1-eng-CA/9781894778381_cover_coverbookpage_embed.jpg
3841,Canadian,Red Rover,Liz Bugg,Thalia Spencer is missing. Is she in trouble or is she simply avoiding her family?When Thalia’s conservative tycoon father confesses to private investigator ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-rover/9781897415290_cover/95054790-1-eng-CA/9781897415290_cover_coverbookpage_embed.jpg
3842,Canadian,Red Snow,Michael Slade,"Amid a raging winter storm, a deranged killer¿s team of mercenaries have cut Whistler Mountain off from the rest of the world. Bent on bloody revenge, ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-snow2/9780143167884_cover/27849951-1-eng-CA/9780143167884_cover_coverbookpage_embed.jpg
3843,Canadian,Red Tide,Marc Turner,"Red Tide,the third volume in Marc Turner's The Chronicles of the Exile, followingWhen the Heavens Fall andDragon HuntersThe Augerans are coming. And their ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-tide/9780765337146_cover/421930331-1-eng-CA/9780765337146_cover_coverbookpage_embed.jpg
3844,Canadian,Red Wolf's Return,Mary J. Forbes,"First love?found.Meg McKee kept the peace in Sweet Creek as the no-nonsense chief of police. But to elusive Ethan Red Wolf, Meggie wasn't just the town's most ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-wolf-s-return2/9780373248582_cover/420205862-1-eng-CA/9780373248582_cover_coverbookpage_embed.jpg
3845,Canadian,"Red, Yellow, Green",Alejandro Saravia,"Traumatized by his past as a Bolivian soldier who, in a sudden coup d'etat, was forced to participate in atrocities, Alfredo flees to Montreal, haunted by the ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/red-yellow-green/9781771961417_cover/294096713-1-eng-CA/9781771961417_cover_coverbookpage_embed.jpg
3846,Canadian,Reencuentro con el deseo,Jennifer Hayward,JENNIFER HAYWARDREENCUENTRO CON EL DESEOEl mundo de Angelina se tambale— cuando Lorenzo Ricci irrumpi— en su fiesta de compromiso exigiéndole que ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/reencuentro-con-el-deseo/9781335624154_cover/422834669-1-eng-CA/9781335624154_cover_coverbookpage_embed.jpg
3847,Canadian,Re-Imaging the Sky,Newcomer Women,"These stories, poems, and one essay are the outpourings of women who spent time writing together at the Newcomer Women's Services (NEW), Toronto. In their ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/re-imaging-the-sky/9781927494080_cover/292389935-1-eng-CA/9781927494080_cover_coverbookpage_embed.jpg
3848,Canadian,"Rejoice, a Knife to the Heart",Steven Erikson,"A provocative, beautiful and visionary novel of first contact by New York Times bestselling author Steven Erikson. Imagine a First Contact without contact, and ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/rejoice-a-knife-to-the-heart/9781773740126_cover/349257048-1-eng-CA/9781773740126_cover_coverbookpage_embed.jpg
3849,Canadian,Relative Happiness,Lesley Crewe,"First released in 2005 as one of Vagrant Press's inaugural titles, Lesley Crewe's debut novel, Relative Happiness, garnered rave reviews. Lesley's writing is ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/relative-happiness3/9781551096964_cover/367585807-1-eng-CA/9781551096964_cover_coverbookpage_embed.jpg
3850,Canadian,Relative Happiness (movie edition),Lesley Crewe,"Lexie Ivy loves her little house in Cape Breton, her big family, and the endless sea that surrounds her. She wouldn't trade her life for anything, but at ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/relative-happiness-movie-edition/9781771082099_cover/418705804-1-eng-CA/9781771082099_cover_coverbookpage_embed.jpg
3851,Canadian,Relay,Betsy Struthers,"The relay begins in a bar in the shadow hour between work and dinner, where The Romantic (who’s looking for love) unknowingly passes the baton of ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/relay/9780887534720_cover/409580874-1-eng-CA/9780887534720_cover_coverbookpage_embed.jpg
3852,Canadian,Releasing the Hunter,Vivi Anna,"Forced together, the two battle demons?and each other&nbsp;All that's left of infamous demon hunter Ivy Strom's family is the brother who vanished three years ago. ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/releasing-the-hunter2/9780373885787_cover/420290820-1-eng-CA/9780373885787_cover_coverbookpage_embed.jpg
3853,Canadian,Relentless Pursuit,Anthony Dalton,"Canadian zoologist Gray Pendennis is pushing his limits. Desperate to find and protect a man-eating Royal Bengal tiger in a Bangladesh jungle, he is on a race ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/relentless-pursuit/9781926956596_cover/94944432-1-eng-CA/9781926956596_cover_coverbookpage_embed.jpg
3854,Canadian,Rememberer,Paul Hammond,"Part planner, part art book, Rememberer is full of inspiration and useful to boot! Packed with tools for the creative/disorganized, and featuring ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/rememberer/9781926743080_cover/422937441-1-eng-CA/9781926743080_cover_coverbookpage_embed.jpg
3855,Canadian,Remembering the Dead,Elizabeth J. Duncan,"In award-winning author Elizabeth J. Duncan's tenth Penny Brannigan mystery set in North Wales, Canadian amateur sleuth Penny Brannigan attends a dinner party ...",https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/remembering-the-dead/9781643851136_cover/398527653-1-eng-CA/9781643851136_cover_coverbookpage_embed.jpg
3856,Canadian,"Remember Me, Cowboy",C.J. Carmichael,Corb Lambert is ready to marry Laurel Sheridan. She's pregnant with his baby?and Corb is the type of guy who will do the right thing. He just wishes that he ...,https://images.49thshelf.com/var/ezflow_site/storage/images/books/r/remember-me-cowboy2/9780373754380_cover/419959626-1-eng-CA/9780373754380_cover_coverbookpage_embed.jpg
