title,authors,image,description
Mayonnaise,Éric Plamondon,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mayonnaise/9781550655100_cover/391456503-1-eng-CA/9781550655100_cover_coverbookpage_embed.jpg,"Writer Richard Brautigan was a counter-cultural icon of the 1960s. In Mayonnaise, the second novel of Éric Plamondon's 1984 Trilogy, narrator Gabriel Rivages ..."
Meadowlark,Wendi Stewart,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/meadowlark/9781926455389_cover/391452527-1-eng-CA/9781926455389_cover_coverbookpage_embed.jpg,SHORTLISTED FOR THE SECOND ANNUAL KOBO EMERGING WRITER PRIZE - LITERARY FICTIONWhen her family's car goes through the ice on Rainy Lake one cold March day in ...
Mean Boy,Lynn Coady,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mean-boy/9780385659765_cover/111861592-1-eng-CA/9780385659765_cover_coverbookpage_embed.jpg,"Earnest, small-town Lawrence Campbell is fascinated by his poetry professor, the charismatic and uncompromising Jim Arsenault. Larry is determined to escape a ..."
Mean Season,Salvatore Difalco,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mean-season/9781771260855_cover/250189601-1-eng-CA/9781771260855_cover_coverbookpage_embed.jpg,It is 1980. The buildings and storefronts at Barton Street and Sherman Avenue are dilapidated remnants of Hamilton's once-thriving steel industry. The corner ...
Measured for Murder,Janet Brons,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/measured-for-murder/9781771512220_cover/408348901-1-eng-CA/9781771512220_cover_coverbookpage_embed.jpg,The third instalment in the Arthur Ellis award-nominated Forsyth and Hay mystery series.Detective Chief Inspector Stephen Hay of Scotland Yard believes he is ...
Medicine River,Thomas King,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/medicine-river4/9780143191148_cover/419669193-1-eng-CA/9780143191148_cover_coverbookpage_embed.jpg,"&nbsp;When Will returns to Medicine River, he thinks he is simply attending his mother’s funeral. He doesn’t count on Harlen Bigbear and his unique brand of ..."
Medicine Road,Charles de Lint,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/medicine-road/9781892391889_cover/398029866-1-eng-CA/9781892391889_cover_coverbookpage_embed.jpg,"Music, Mischief, and MagicLaurel and Bess Dillard are charismatic bluegrass musicians enjoying the success of their first Southwestern tour. But the Dillard ..."
Medicine Walk,Richard Wagamese,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/medicine-walk/9780771089183_cover/194917646-1-eng-CA/9780771089183_cover_coverbookpage_embed.jpg,"&nbsp;&nbsp;By the celebrated author of Canada Reads Finalist Indian Horse, a stunning new novel that has all the timeless qualities of a classic, as it tells the ..."
Medicine Walk,Richard Wagamese,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/medicine-walk2/9780771089213_cover/379465599-1-eng-CA/9780771089213_cover_coverbookpage_embed.jpg,"&quot;One of the finest novels of the year.&quot; (Vancouver Sun) By the celebrated author of Canada Reads finalist Indian Horse, this is an unforgettable journey of a ..."
Meet Me Under the Mistletoe,Cara Colter,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/meet-me-under-the-mistletoe2/9780373743186_cover/420074940-1-eng-CA/9780373743186_cover_coverbookpage_embed.jpg,Back at the Christmas tree farm?&nbsp;Hanna Merrifield's childhood family home was once where everyone came to buy their Christmas trees on snowy evenings. Now ...
Meet You There,Jessica Wallace,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/meet-you-there/9781926942964_cover/133662405-1-eng-CA/9781926942964_cover_coverbookpage_embed.jpg,"Robin Kent doesn't understand how everyone around her, including her husband, is so certain of everything. The only explanation is that they're all following ..."
Melt,Heidi Wicks,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/melt/9781550818246_cover/424438574-1-eng-CA/9781550818246_cover_coverbookpage_embed.jpg,"Jess is a sensitive creature of habit. Cait is her passionate and impulsive best friend. And in Melt, Heidi Wicks follows the lives of these characters from ..."
"Melting Queen, The",Bruce Cinnamon,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/melting-queen-the/9781988732503_cover/361724409-1-eng-CA/9781988732503_cover_coverbookpage_embed.jpg,"Every year since 1904, when the ice breaks up on the North Saskatchewan River, Edmonton has crowned a Melting Queen--a woman who presides over the Melting Day ..."
Memoir of a Good Death,Anne Sorbie,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/memoir-of-a-good-death/9781897235812_cover/213635516-1-eng-CA/9781897235812_cover_coverbookpage_embed.jpg,"This is a story of family, of death, and of the art of living. It is also the story of the ties that bind a mother to a daughter and the dynamics that govern ..."
Memoirs and Misinformation,Jim Carrey,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/memoirs-and-misinformation/9780735280595_cover/416652655-1-eng-CA/9780735280595_cover_coverbookpage_embed.jpg,"&quot;None of this is real and all of it is true.&quot; --Jim CarreyFrom movie star Jim Carrey and novelist Dana Vachon, a fearless and semi-autobiographical novel ..."
Memoirs of a Neurotic Zombie,Jeff Norton,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/memoirs-of-a-neurotic-zombie/9780571327041_cover/226968072-1-eng-CA/9780571327041_cover_coverbookpage_embed.jpg,'My name is Adam Meltzer and the last thing I remember was being stung by a bee while swinging at a robot-shaped piñata on my twelfth birthday. I was dead ...
Memoirs of a Woman of Pleasure,John Cleland,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/memoirs-of-a-woman-of-pleasure/9780993995163_cover/383099184-1-eng-CA/9780993995163_cover_coverbookpage_embed.jpg,"This is a scholarly edition addressing different expectations of the readership, by including both the original text and an updated version. In the former, ..."
Memoriam,Michel Picard,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/memoriam/9782760331747_cover/419706300-1-eng-CA/9782760331747_cover_coverbookpage_embed.jpg,"Philippe, jeune neurologue prodige, consacre sa carrière à la maladie d’Alzheimer. Sa seule motivation : prouver l’innocence de son père, atteint ..."
Memories are Murder,Lou Allin,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/memories-are-murder/9781894917339_cover/424648482-1-eng-CA/9781894917339_cover_coverbookpage_embed.jpg,"Belle Palmers old high-school boyfriend rents a property on her road. Zoologist Gary Myers is studying the behaviour of elk in the wilderness., but soon he is ..."
Mend the Living,Maylis de Kerangal,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mend-the-living/9780889229730_cover/414810323-1-eng-CA/9780889229730_cover_coverbookpage_embed.jpg,"Mend the Living is the story of a heart transplant, centred around Simon Limbeau, the boy whose heart is given, and his family. Taking place within exactly ..."
Mennonites Don't Dance,Darcie Friesen Hossack,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mennonites-don-t-dance/9781897235782_cover/217209282-1-eng-CA/9781897235782_cover_coverbookpage_embed.jpg,"This vibrant collection of short fictions explores how families work, how they are torn apart, and, in spite of differences and struggles, brought back ..."
Men of the Otherworld,Kelley Armstrong,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/men-of-the-otherworld/9780307358394_cover/367997003-1-eng-CA/9780307358394_cover_coverbookpage_embed.jpg,"As a curious child, Clayton didn’t resist the bite–he asked for it. But surviving as a lone child werewolf was more than he could manage–until Jeremy ..."
Men of the Otherworld,Kelley Armstrong,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/men-of-the-otherworld2/9780307357267_cover/22556300-1-eng-CA/9780307357267_cover_coverbookpage_embed.jpg,Kelley Armstrong – Globe and Mail and New York Times bestselling author – is back with a true gift for her fans: an exclusive glimpse into the minds and ...
Men Walking on Water,Emily Schultz,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/men-walking-on-water/9780345811011_cover/385497470-1-eng-CA/9780345811011_cover_coverbookpage_embed.jpg,"This utterly addictive, brilliant novel about rum-running in the 1920s is like&nbsp;The Wire&nbsp;transplanted to Prohibition-era Detroit, by a writer of whom Stephen ..."
Mercenary,Paul W Bennett,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mercenary/9780709091530_cover/272512183-1-eng-CA/9780709091530_cover_coverbookpage_embed.jpg,"When Johnny Silver's brother, Carlo, the head of an investment bank, disappears along with ten million euros, Johnny, an ex-mercenary on the run, is persuaded ..."
Mercury,Margot Livesey,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mercury/9780062496966_cover/217828076-1-eng-CA/9780062496966_cover_coverbookpage_embed.jpg,"The New York Times—bestselling author delivers a gripping psychological drama and a taut emotional thriller about love, ambition and obsessionDonald believes ..."
Mercury,Margot Livesey,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mercury2/9781443448956_cover/424167786-1-eng-CA/9781443448956_cover_coverbookpage_embed.jpg,"A taut emotional thriller about love, obsession and the secrets that pull a family apart.Donald believes he knows all there is to know about seeing. An ..."
Mercury,Margot Livesey,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mercury3/9780062437518_cover/424311971-1-eng-CA/9780062437518_cover_coverbookpage_embed.jpg,"Donald believes he knows all there is to know about seeing. An optometrist in suburban Boston, he is sure that he and his wife, Viv, who runs the local ..."
Mercury,Margot Livesey,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mercury5/9780062437501_cover/424407532-1-eng-CA/9780062437501_cover_coverbookpage_embed.jpg,A Seattle Times Best Book of the Year&nbsp;•&nbsp;A BookPage Best Book of the Year&nbsp;•&nbsp;A Kirkus Best Fiction Book of the Year&nbsp;The New York Times bestselling author of ...
"Mercy, Mercy",Marlene Stanton,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mercy-mercy2/9781773660455_cover/405237958-1-eng-CA/9781773660455_cover_coverbookpage_embed.jpg,"Smart, sarcastic TV reporter Mercy Pepper struggles with feelings of guilt after her cameraman dies while on assignment with her. A news tape that he had ..."
Mercy of St. Jude,Wilhelmina Fitzpatrick,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/mercy-of-st.-jude/9781897174753_cover/236739190-1-eng-CA/9781897174753_cover_coverbookpage_embed.jpg,"At times irreverent and darkly humorous, Mercy of St. Jude is a story of profound loss, and the unforeseen effects that secrets can have on those we love. When ..."
"Merry Christmas, Baby Maverick!",Brenda Harlen,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/merry-christmas-baby-maverick2/9780373659272_cover/420278967-1-eng-CA/9780373659272_cover_coverbookpage_embed.jpg,A GIFT HE WAS NOT EXPECTING&nbsp;RUST CREEK RAMBLINGS&nbsp;There's no place like home for the holidays. But Trey Strickland's house is about to become a bit more crowded ...
Merry Sexy Christmas,Beverly Jenkins,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/merry-sexy-christmas2/9780373534876_cover/422587957-1-eng-CA/9780373534876_cover_coverbookpage_embed.jpg,Have yourself a sexy little holiday?Overtime Love by Beverly Jenkins Drew Davis's goal is to buy the semipro football team where he is general manager. But the ...
"Message for the Emperor, A",Mark Frutkin,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/message-for-the-emperor-a/9781550653366_cover/95110108-1-eng-CA/9781550653366_cover_coverbookpage_embed.jpg,"This is a unique novel of old China, the traditional landscapeof mountains and rivers without end, and life in an imperial city rife with plots, intrigues, ..."
Metamorphosis,Jack Whyte,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/metamorphosis2/9780735237278_cover/398464658-1-eng-CA/9780735237278_cover_coverbookpage_embed.jpg,"Born of the chaos of the Dark Ages, the Dream of Eagles produced a king, a country and an everlasting legend—Camelot In  The Sorcerer: Metamorphosis , Merlyn ..."
Meteorites,Julie Paul,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/meteorites/9781927366820_cover/408003859-1-eng-CA/9781927366820_cover_coverbookpage_embed.jpg,"A collection of captivating stories that explore family dynamics and frailty, loss and atonement, faith and redemption.A young man takes his father to Hawaii, ..."
Meteor Storm,Wayne Tefs,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/meteor-storm/9780888013446_cover/271300741-1-eng-CA/9780888013446_cover_coverbookpage_embed.jpg,"Meteor Storm is populated with men—fathers, brothers, uncles—who struggle with the missteps in their pasts and endure, sometimes with resignation, ..."
Metis Spirits,Deborah L. Delaronde,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/metis-spirits/9781894717366_cover/286350967-1-eng-CA/9781894717366_cover_coverbookpage_embed.jpg,"Do you believe in ghosts? In Metis Spirits, Deborah Delaronde shows once again how the history of the Metis winds through the experiences of today. Her first ..."
Metraville,Jamie  Popowich,https://images.49thshelf.com/var/ezflow_site/storage/images/books/m/metraville/9781554830329_cover/95049697-1-eng-CA/9781554830329_cover_coverbookpage_embed.jpg,"Welcome to Metraville! Population: ambivalent. Metraville: the all-terrain city with 4x4 sprawl, high-octane amusements, and wanderings a must. Metraville: THE ..."
