isbn,title,authors,overview
9780061153914,"Cooked: From The Streets To The Stove, From Cocaine To Foie Gras","['Henderson, Jeff.']","<p>By twenty-one, Jeff Henderson was making up to $35,000 a week cooking and selling crack cocaine. By twenty-four, he had been sentenced to nineteen and a half years in prison on federal drug trafficking charges. It was an all-too-familiar story for a young man raised on the streets of South Central LA. But what happened next wasn't.</p>
<p>Once inside prison, Jeff Henderson worked his way up from dishwasher to chief prison cook, and when he was released in 1996, he had found his passion and his dream—he would become a professional chef. Barely five years out of federal prison, he was on his way to becoming an executive chef, as well as being a sought-after public speaker on human potential and a dedicated mentor to at-risk youth. A window into the streets and the fast-paced kitchens of world-renowned restaurants, <b>Cooked</b> is a very human story with a powerful message of commitment, redemption, and change.</p>"
9780061746123,La Dieta De Tu Vida: Cuatro Pasos Para Adelgazar Y Estar Eternamente En Forma (spanish Edition),['Joy Bauer'],"<p>Cada semana, millones de personas sintonizan <b>Today</b> para ver el Joy Fit Club, una celebración para gente de todo el país que ha perdido al menos 100 libras simplemente haciendo dieta y ejercicio. Desde que Joy Bauer, la experta en nutrición y salud de <b>Today</b>, lanzó su segmento el año pasado, miles de televidentes inspirados por ella le han escrito diciendo, ""Estoy listo para perder peso. ¿Puedes ayudarme?""</p>
<p><b>La dieta de tu vida</b> es su respuesta a todos esos televidentes. Pero <b>La dieta de tu vida</b> no es un libro sobre peso solamente. V.I.D.A. significa Vete Increíble, Destila Alegría. O sea que, no solamente perderás peso, te levantarás cada mañana con más energía y entusiasmo. El secreto está en estos cuatro pasos:</p>
<p>1. Libérate: Una semana intensiva que se concentra en deshacer tus hábitos de comida negativos.</p>
<p>2. Reaprende: Dos semanas que te ayudarán a reprogramar tu apetito y descubrir el deleite de comer sano.</p>
<p>3. Reconfigura: Un plan de comidas fácil de seguir que puede integrarse a cualquier estilo de vida y perdura hasta que alcanzas el peso deseado.</p>
<p>4. Revela: Diseñado para ayudarte a encontrar tu rutina de mantenimiento. ¡Es hora de celebrar tu éxito en la pérdida de peso!</p>
<p>¡Bienvenido a tu nuevo estilo de vida!</p>"
9780060819194,Land Of Mist And Snow,"['Debra Doyle', 'James Macdonald']","<p>Called to duty at last, Lieutenant John Nevis faces his assignment with trepidation. Boarding the USS <b>Nicodemus</b>—a sloop of war built in a single night at the top of the world—Nevis wonders uneasily at its strange aura of power, its cannonballs of virgin brass . . . and its uncanny ability to glide swiftly through the waters without steam or sail. As great armies clash all around them, the mission of Lieutenant Nevis and the <b>Nicodemus</b> crew is shrouded in an impenetrable gray mist of magic and malevolence. For a fearsome adversary awaits on roiling waves—an awesomely powerful vessel fueled by cruelty and terror; a demon raider driven by an insatiable lust . . . for blood.</p>"
9780061968754,True (...Sort Of),['Katherine Hannigan'],"<p>Can friendship save you?</p><p>The day Ferris Boyd moves to town, Delly Pattison is sure a special surpresent (a present that is a surprise) is on its way. Instead, Delly ends up in even more trouble than usual.</p><p>The Boyds' arrival in River Bluffs means big changes for Brud Kinney, too. He can't believe who he's hanging around with. Ferris Boyd isn't like anyone Delly or Brud have ever known. Ferris is a mystery and a wonder.</p><p>Through friendship, though, Delly, Brud, and Ferris discover truths that will change their lives. And bring them the best surpresent of all.</p><p>Includes an all-new afterword featuring a short story, photographs by the author, and more</p>"
9780060562748,"The Ultimate Chocolate Cookie Book: From Chocolate Melties To Whoopie Pies, Chocolate Biscotti To Black And Whites, With Dozens Of Chocolate Chip Cookies And Hundreds More","['Bruce Weinstein', 'Mark Scarbrough']","<p>Can you ever have enough chocolate? Not Likely!</p>
<p>From Whoopie Pies and Mallomars to Rugelach and Chocolate Meringues, the recipes in <b>The Ultimate Chocolate Cookie Book</b> are melt-in-your-mouth delicious whether you like your cookies chewy, crispy, nutty or fruity. There are more than 90 different recipes and hundreds of variations by the Ultimate team, all with one thing in common - chocolate.</p>"
9780061119866,In The Land Of Cocktails: Recipes And Adventures From The Cocktail Chicks,"['Ti Adelaide Martin', 'Lally Brennan']","<p>Can't tell a Gin Fizz from a Gimlet? Think a Sidecar is something you'd see at the racetrack? If your idea of a wild night is a few Lemondrop shots washed back with a Cosmo, you're in need of some cocktail therapy! And there's no one better to tell you everything you need to know about a Brandy Crusta, a French 75, a Cachaça Swing, and much, much more than Ti Adelaide Martin and Lally Brennan, who will take you on a rip-roaring trip. . . .</p>
<p>In the Land of Cocktails</p>
<p>Proprietors of the legendary New Orleans restaurant Commander's Palace, Ti and Lally are cocktail divas, spread-ing the gospel about how to make drinks properly, from why a true Sazerac can only be made with Peychaud's bitters to why hand-chipped ice is best for cocktails. In this marvelously entertaining book—both a guide to making some of the world's best cocktails and a memoir of the authors' lives surrounded by family, friends, and delicious food—there are recipes for familiar classics like the Corpse Reviver and the Old-Fashioned; New Orleans favorites like Brandy Milk Punch and the Sazerac; and new inventions created by Ti and Lally, such as their now-famous Whoa, Nellie!</p>
<p><b>In the Land of Cocktails</b> includes information on pairing food with cocktails, introductions to the beloved, boisterous Brennan family and their friends, and explanations of some of the unique, perhaps strange to some, words and ways of life in New Orleans. Filled with wit, sass, warmth, and lots of good times, <b>In the Land of Cocktails</b> is the ideal gift for cocktail lovers everywhere, whether you're a novice or an old drinking pro.</p>"
9780060751791,"More Perfect Than The Moon (sarah, Plain And Tall)",['Patricia Maclachlan'],"<p>Cassie spends her days watching Grandfather and Caleb in the barn, looking out at Papa working the fields, spying on her mother, Sarah, feeding the goslings. She's an observer, a writer, a storyteller. Everything is as it should be.</p>
<p>But change is inevitable, even on the prairie. Something new is expected, and Sarah says it will be the perfect gift. Cassie isn't so sure. But just as life changes, people change too. And Cassie learns that unexpected surprises can bring great joy.</p>


                        <p>Eight-year-old Cassie Witting is upset when she finds out that her mother, Sarah, is expecting a baby, but writing in the journal that belonged to her brother Caleb helps her sort out her feelings and understand that Sarah will always love her.
</p>"
9780061728426,Let's Say Hi To Friends Who Fly! (cat The Cat Series),['Mo Willems'],"<p>Cat the Cat sure likes her flying friends. You will too!</p>
<p>Join this spunky feline as she introduces the very youngest readers to her world, where a surprise is waiting in every book.</p>"
9780061728402,"Cat The Cat, Who Is That? (cat The Cat Series)",['Mo Willems'],"<p>Cat the Cat sure likes her friends. You will too! Join this spunky feline as she introduces the very youngest readers to her world, where a surprise is waiting in every book!</p>"
9780061826672,Dial H For Hitchcock,"['Kandel, Susan , 1961-']","<p>Cece Caruso—mystery biographer extraordinaire, vintage clothing enthusiast, and part-time sleuth—is in freefall. First, she calls off her wedding, for reasons even she can't explain. Second, her newest biography (of Alfred Hitchcock) is way past deadline.</p>
<p>So Cece puts on a houndstooth suit with peplum and heads out to see <b>Vertigo</b>, only to come home with a cell phone belonging to a stranger named Anita Colby. Nothing if not a good citizen, Cece tries to return the cell phone—only to hear someone push Anita off a cliff.</p>
<p>Now a woman is dead, and Cece is under suspicion (tip: don't leave rambling, incoherent messages on someone's answering machine just before she gets murdered). To clear her name and put the real murderer in jail, Cece's going on the lam, where she'll encounter mysterious strangers, unhelpful strippers, a bottle of blond hair dye, and twists and turns so eerie it's as if Hitch himself were writing the script.</p>"
9780060287610,I'm Gonna Like Me: Letting Off A Little Self-esteem,['Jamie Lee Curtis'],"<p>Celebrate liking yourself! Through alternating points of view, a girl's and a boy's, Jamie Lee Curtis's triumphant text and Laura Cornell's lively artwork show kids that the key to feeling good is liking yourself because you are you. Like the duo's first <b>New York Times</b> best-seller, <b>Today I Feel Silly and Other Moods That Make My Day,</b> this is an inspired book to rejoice in and share. <b>I'm Gonna Like Me</b> will have kids letting off some self-esteem in no time!</p>


                        <p>A young girl learns to like herself every single day, no matter what.
</p>"
9780060198633,"Teenage Fitness: Get Fit, Look Good, And Feel Great!","['Kathy Kaehler', 'Connie Church']","<p>Celebrated trainer and the <b>Today</b> show fitness expert Kathy Kaehler is one of Hollywood's most sought-after fitness trainers. What Kathy has done for Julia Roberts, Michelle Pfeiffer, Drew Barrymore, Cindy Crawford, Alfre Woodard, Samuel L. Jackson, Penelope Ann Miller, and Claire Forlani, among many others, she will do for you. <b>Teenage Fitness</b> is your ultimate fitness source. Her mission is to keep you fit for life. Reflecting on her own body image and eating problems as a teenager, Kathy will show you how to have a healthy respect for your body.</p>
<p>She offers essential fitness techniques necessary to look and feel your absolute best. You will learn:</p>
<ul>
<li>To appreciate your own beauty</li>
</ul>
<ul>
<li>To change your mind-set</li>
</ul>
<ul>
<li>To know and accept your body type</li>
</ul>
<ul>
<li>Nineteen terrific eating tips to get you through your day</li>
</ul>
<ul>
<li>What kind of eater you are</li>
</ul>
<ul>
<li>The 90/10 principle of pigging out</li>
</ul>
<ul>
<li>Creative Fitness</li>
</ul>
<ul>
<li>Suburban Fitness</li>
</ul>
<ul>
<li>Urban Fitness</li>
</ul>
<ul>
<li>Five-minute and twenty-minute workouts</li>
</ul>
<p>With Kathy's straightforward and practical fitness principles, you'll feel terrific about your body, your looks, and your life.</p>"
9780060881900,"Taking Charge Of Your Fertility, 10th Anniversary Edition: The Definitive Guide To Natural Birth Control, Pregnancy Achievement, And Reproductive Health",['Toni Weschler'],"<p>Celebrating 10 years of helping hundreds of thousands of women achieve pregnancy, avoid pregnancy naturally, and gain better control of their health and lives, the 10th Anniversary Edition of the classic bestseller will include:</p>
<p>•New 'Preface to the 10th Anniversary Edition""</p>
<p>•Updates on new fertility technologies</p>
<p>•Natural approaches to conception</p>
<p>•Updated Resources and Books</p>
<p>For any woman unhappy with her current method of birth control; demoralized by her quest to have a baby; or experiencing confusing symptoms in her cycle, this book provides answers to all these questions, plus amazing insights into a woman's body. Weschler thoroughly explains the empowering Fertility Awareness Method, which in only a couple minutes a day allows a woman to:</p>
<p>•Enjoy highly effective, scientifically proven birth control without chemicals or devices</p>
<p>•Maximize her chances of conception or expedite fertility treatment by identifying impediments to conception</p>
<p>•Increase the likelihood of choosing the gender of her baby</p>
<p>•Gain control of her sexual and gynecological health</p>"
9780060821500,"Tombs Of Endearment (pepper Martin Mysteries, No. 3)",['Casey Daniels'],"<p>Cemetery tour guide Pepper Martin never imagined she'd get to meet rock legend Damon Curtis, the bad boy poet who made millions of teenage girls scream. After all, he kicked the bucket years before she was born. But thanks to her newfound ability to chat up the dead, Pepper's got a front row seat perfect for swooning over the still-sexy Damon's latest lyrics. He's convinced that his former bandmate Vinnie Pallucci murdered him back in ‘71, and he's promised Pepper she won't get any rest or peace until she helps him prove it.</p>
<p>But when Pepper goes behind the music, she finds Vinnie with a knife in his heart and the rest of the band members running for their lives. And if Pepper doesn't snare the killer soon, Damon's next hit from the great beyond might be her swan song.</p>"
9780061632709,Night After Night (brotherhood Of The Blood),['Kathryn Smith'],"<p>Centuries ago, this magnificent chalice sealed my fate as a vampire, and now I am its protector. Many have hunted me for it, but only Vivian has accomplished the task. Strong, lovely, haunted . . . I am more attracted to her than I should be, yet her loyalty lies with a man determined to bring about my destruction. But I am not so easily locked in a cage, and now the captive has become the captor.</p>
<p>Though her stormy eyes tempt me, there is too much at stake—not merely my life, but the lives of my vampire Brotherhood. And I am not above using Vivian to achieve my goals, even if it means denying my own heart. The battle to end all battles is just beginning, and I must fight . . . if I could only let my desire be damned.”</p>"
9780043350492,The Economics Of Feasible Socialism,['Alec Nove'],"<p>Characteristically readable, controversial and full of insights, Alec Nove's new book is essential reading for anyone concerned with evaluating the relevance of Marxism to contemporary social and economic problems.</p>"
9780061578236,A Silent Ocean Away: Colette's Dominion,['Deva Gantt'],"<p>Charmaine Ryan knows only poverty and pain growing up. In the wake of a horrifying tragedy, she seeks a new life, and fate leads her into the private world of the wealthy Duvoisin clan. At first, it seems as if nothing terrible could touch this seemingly charmed family. But an ill wind blows through the halls and chambers of the Duvoisins' sprawling island retreat, carrying betrayal, deceit, and ominous peril.</p>
<p>Quickly, Charmaine is caught up in the secrets and mystique swirling around the enigmatic family. At the center are shipping tycoon Frederic Duvoisin and his youthful wife, Colette. And there is Paul Duvoisin, a dashing seducer and Frederic's bastard son, who stirs a dangerous fascination in the two women; the scheming Agatha Ward, who will not rest until she's taken Colette's place in Frederic's heart as well as in his bed; and exiled son, John, who reenters the family fold, stoking the turmoil as he unveils truths best kept hidden. Ultimately, Charmaine chooses to stand with Colette against formidable enemies, but has she made the right decision?</p>
<p>A sweeping, remarkable blend of adventure, romance, intrigue, and suspense, <b>A Silent Ocean Away</b> heralds the arrival of a glorious new voice on the historical fiction scene.</p>"
9780060874490,The Forgery Of Venus,"['Gruber, Michael , 1940-']","<p>Chaz Wilmot is a painter born outside his time. He possesses a virtuosic command of the techniques of the old masters. He can paint like Leonardo, Goya, Gainsborough—artists whose works sell for millions—but this style of painting is no longer popular, and he refuses to shape his talent to fit the fashion of the day. So Wilmot makes his living cranking out parodies for ads and magazine covers. A break comes when an art dealer obtains for him a commission to restore a Venetian palace fresco by the eighteenth-century master Tiepolo, for a disreputable Italian businessman. Once there, Wilmot discovers that it is not a restoration but a re-creation, indeed a forgery. At first skeptical of the job, he then throws himself into the creative challenge and does the job brilliantly. No one can tell the modern work from something done more than two hundred years ago.</p>
<p>This feat attracts the attention of Werner Krebs, an art dealer with a dark past and shadier present who becomes Wilmot's friend and patron. Wilmot is suddenly working with a fervor he hasn't felt in years, but his burst of creative activity is accompanied by strange interludes: Without warning, he finds himself reliving moments from his past—not as memories but as if they are happening all over again. Soon, it is no longer his own past he's revisiting; he believes he can travel back to the seventeenth century, where he lived as the Spanish artist Diego Rodríguez de Silva Velázquez, one of the most famous painters in history. Wilmot begins to fantasize that as Velázquez, he has created a masterpiece, a stunning portrait of a nude. When the painting actually turns up, he doesn't know if he painted it or if he imagined the whole thing.</p>
<p>Little by little, Wilmot enters a mirror house of illusions and hallucinations that propels him into a secret world of gangsters, greed, and murder, with his mystery patron at the center of it all, either as the mastermind behind a plot to forge a painting worth hundreds of millions, or as the man who will save Wilmot from obscurity and madness.</p>
<p>In Chaz Wilmot, we meet the rarest breed of literary hero, one for whom the reader feels almost personally responsible. By turns brutally honest and self-deceptive, scornful of the world while yearning to make his mark on it, Wilmot comes astonishingly alive for the reader, and his perilous journey toward the truth becomes our own.</p>
<p>The Forgery of Venus, a blend of erudition, unflagging narrative brio, and emotional depth, brings us inexorably toward the intersection where genius and insanity collide. Miraculously inventive, this book cements Gruber's reputation as one of the most imaginative and gifted writers of our time.</p>"
9780060899813,Extreme Rocks & Minerals! Q&a (smithsonian Q & A (children's Paperback)),['Melissa Stewart'],"<p>Check out cool Smithsonian websites and exhibits throughout the book</p>
<p>Meet a real Geologist</p>
<p>See fabulous close-up photos</p>
<p>Read extremely fun facts about rocks and minerals</p>"
9780060924645,Hank & Chloe,['Jo-ann Mapson'],"<p>Chloe Morgan is a thirty-three-year-old part-time waitress, small-time horse trainer, and full-time thoroughly toughened Western woman living in a corner of the dwindling canyonlands of Southern California. Calloused and wary, Chloe allows herself to love with total abandon and complete faith only her horse and her dog. That is, until a quirk in the weather and a sunrise funeral service cause her to cross the path of Henry Oliver, a sedate professor of folklore at the local college, who, like Chloe, has his reasons for holding back. But once Hank steps inside Chloe's makeshift cabin in the hills, Chloe realizes she must come to terms with her losses and decide between the life of solitude she had always thought was her fate and the love of a man who seems—at first—all wrong.</p>"
9780061123962,Cat Deck the Halls (Joe Grey Series #13),['Shirley Rousseau Murphy'],"<p>Christmas in the charming seaside village of Molena Point, California, has always been a traditional affair-but not this holiday season. Instead of singing carols and climbing into Christmas trees, Joe Grey, feline P.I., is faced with his most difficult case yet-and that's saying a lot for a wily tomcat who for years has been solving crimes the police can't even crack.</p><p>A stranger lies dead beneath the village Christmas tree, with a little child the only witness to the shooting. As the police scramble for leads, the grey tomcat, his tabby lady, Dulcie, and their tortoiseshell pal, Kit, launch their own unique investigation. As they care for the child who may be the shooter's next target, the cats realize they're facing their most heartbreaking case yet-and that they must catch a cunning killer if they have any hope of saving Christmas.</p>"
9780060598990,"The Myth Of The Rational Market: A History Of Risk, Reward, And Delusion On Wall Street",['Justin Fox'],"<p>Chronicling the rise and fall of the efficient market theory and the century-long making of the modern financial industry, Justin Fox's <b>The Myth of the Rational Market</b> is as much an intellectual whodunit as a cultural history of the perils and possibilities of risk. The book brings to life the people and ideas that forged modern finance and investing, from the formative days of Wall Street through the Great Depression and into the financial calamity of today. It's a tale that features professors who made and lost fortunes, battled fiercely over ideas, beat the house in blackjack, wrote bestselling books, and played major roles on the world stage. It's also a tale of Wall Street's evolution, the power of the market to generate wealth and wreak havoc, and free market capitalism's war with itself.</p>
<p>The efficient market hypothesis—long part of academic folklore but codified in the 1960s at the University of Chicago—has evolved into a powerful myth. It has been the maker and loser of fortunes, the driver of trillions of dollars, the inspiration for index funds and vast new derivatives markets, and the guidepost for thousands of careers. The theory holds that the market is always right, and that the decisions of millions of rational investors, all acting on information to outsmart one another, always provide the best judge of a stock's value. That myth is crumbling.</p>
<p>Celebrated journalist and columnist Fox introduces a new wave of economists and scholars who no longer teach that investors are rational or that the markets are always right. Many of them now agree with Yale professor Robert Shiller that the efficient markets theory “represents one of the most remarkable errors in the history of economic thought.” Today the theory has given way to counterintuitive hypotheses about human behavior, psychological models of decision making, and the irrationality of the markets. Investors overreact, underreact, and make irrational decisions based on imperfect data. In his landmark treatment of the history of the world's markets, Fox uncovers the new ideas that may come to drive the market in the century ahead.</p>"
9780060953676,The Sunday tertulia,['Lori Marie Carlson'],"<p>Claire is a young, struggling New Yorker whose understanding of life is enriched after a group of older and wiser Latina women bring her into a close-knit circle: their Upper West Side <b>tertulia</b>. Once a month, they come together for a Sunday afternoon of revelry, at which delicious food and strong opinions are served up in equal measure.Through their recollections and counsel, Claire comes to know the colorful, exotic, and sometimes contradictory attitudes that through a prism more poetic and worldly. Humorous and bittersweet, <b>The Sunday Tertulia</b> brings to life cherished Latin traditions and celebrates women's wisdom and spirituality.</p>"
9780061974052,Brains: A Zombie Memoir,['Robin Becker'],"<p>College-professor-cum-zombie Jack Barnes is a different breed of undead—he can think. In fact, he can even write. And the story he has to tell is a truly disturbing—yet strangely heartwarming—one.</p>
<p>Convinced he'll bring about a peaceful coexistence between zombies and humans if he can demonstrate his unique condition to Howard Stein, the man responsible for the zombie virus, Barnes sets off on a grueling cross-country journey to meet his maker. Along the way he recruits a small army of ""super"" zombies that will stop at nothing to reach their goal. There's Guts, the dreadlocked boy who can run like the wind; Joan, the matronly nurse adept at reattaching decaying appendages; Annie, the young girl with a fierce quick-draw; and Ros, who can actually speak. United they embark on an epic quest to attain what all men, women—and, apparently, zombies—yearn for: equality.</p>
<p><b>Brains</b> is a blood-soaked, darkly humorous story that will have readers rooting for Barnes and his zombie posse to the very end.</p>"
9780061348143,Fatally Flaky (goldy Schulz),['Diane Mott Davidson'],"<p>Colorado caterer Goldy Schulz encounters bridezilla—and murder—in another delectable novel by the <i>New York Times</i> bestselling author of <i>Sweet Revenge</i>, <i>Dark Tort</i>, and <i>Double Shot</i>.</p>
<p>It's been a long, rainy summer for Goldy Schulz, who is engaged in planning wedding receptions for what seems to be all of Aspen Meadow. It's bad enough that Billie Attenborough, the bride from hell, wants to move the location to the Gold Gulch Spa just a scant two days before tying the knot to her doctor fiancé. Then Doc Finn, best friend of Goldy's godfather Jack, is killed when his car tumbles into a ravine. But Jack thinks Doc was murdered because of research he was doing at the spa—allegations that are confirmed when Jack himself is attacked.</p>
<p>So Goldy dons chef's whites and goes undercover at the spa. Add in the obstreperous owner, who years ago tried to sabotage Goldy's fledgling business, and she's got her hands full.</p>
<p>Above all, there seems to be a clever killer on the spa grounds, watching her every move. After what befell Jack, Goldy knows that she might be next. Catering weddings, and cooking low-fat food, could be killing her—literally.</p>"
9780061438851,Definition: The Art And Design Of Hip-hop,"['Adams, Cey.']","<p>Compiled by legendary hip-hop designer Cey Adams, <b>DEFinition: The Art and Design of Hip-Hop</b> is the first comprehensive anthology published in the name of the genre during the last thirty-five years. This landmark volume celebrates a culture that has made its mark on everything from fine art to the label on a bottle of Hawaiian Punch, including fashion, automobiles, movies, television, advertising, and sneakers. It highlights the careers and artwork of such crucial hip-hop elders as Lady Pink, Haze, Run-DMC, Dapper Dan, Buddy Esquire, Spike Lee, and Snoop Dogg as well as contemporary giants like Kehinde Wiley, Mr. Cartoon, Shepard Fairey, Dalek, Mike Thompson, Jor One, and Claw Money, and dozens of others, <b>DEFinition</b> examines the evolution of hip-hop as a visual phenomenon with the historical depth that only an insider like Cey Adams can provide. Featuring more than 200 stunning photographs and illustrations as well as compelling essays by some of hip-hop's most seasoned voices, <b>DEFinition</b> illuminates the culture in a form that speaks to aficionados and newcomers alike.</p>"
9780028638775,Frommer's Mexico 2001,"['David Baird', 'Lynne Bairstow']","<p>Complete up-to-dated, Mexico has something for everyone from spas to eco-tourism or from resorts to relics. Whatever the destination, this all-inclusive guide gives travelers:</p>
<ul>
<li>Expanded coverage of the Baja Peninsula</li>
<li>The most up-to-date information and reviews on all kinds of spas</li>
<li>Child-friendly accommodations</li>
<li>The lowdown on the best adventure outfitters for various sports-from kayaking to hiking</li>
<li>A special section on traveling safely in Mexico</li>
</ul>"
9780060726003,Screwball,['David Ferrell'],"<p>Could the curse of the Bambino be over? For too many miserable seasons, the Boston Red Sox have endured nothing but defeatand heartbreak.</p><p>Finally, there is hope in the sensational Ron Kane, a strapping rookie pitcher whose fastball scorches the radar gun at an ungodly 110 miles per hour. He can also handle the bat. And play the outfield. With Kane dazzling sellout crowds, the Red Sox are suddenly a juggernaut.</p><p>The only fly in the ointment is the fact that murder seems to be stalking the club. Wherever the Sox play, a killer strikes, marking his victims with strange ritualistic symbols. Is a fan responsible for the carnage as he follows the team from town to town? Or could it be that the madman wears a Red Sox uniform?<b>Screwball</b> is not just a savage morality tale; it is a hard-hitting, laugh-out-loud look at the greatest battle in modern-day sports: the struggle for sanity.</p>"
9780060891244,Smithsonian Q & A: American Art And Artists: The Ultimate Question & Answer Book,['Tricia Wright'],"<p>Covering topics from the natural to the historical and beyond, the Smithsonian Q &amp; A books are essential for any family reference shelf. Questions and answers are authoritative and accessible. Full–color illustrations and the Q &amp; A format enable users to learn all about their favorite creatures and subjects. SMITHSONIAN Q &amp; A: AMERICAN ART will cover the history of American art and artists from the eighteenth century to the present. The book will encompass the visual arts, including painting, photography, and sculpture, and will feature prominent movements as well as artists from a variety of backgrounds.</p>"
9780061373251,Under The Blood Red Moon,"['Hepsen, Mina , 1983-']","<p>Cursed with the ability to hear the thoughts of others, beautiful Angelica Shelton Belanov feels most comfortable when hidden away in the library of her father's English country estate. Now family duty requires that she make an appearance at a glittering gala, mingling with the cream of London society in hopes of finding a suitable husband. Assailed by the unwanted “chatter” of many minds, Angelica finds relief in the company of a handsome aristocratic stranger who remains, refreshingly, an enigma.</p>
<p>But Prince Alexander is not like other men. The powerful leader of an Eastern clan of immortals, he has come to London to hunt down a rogue vampire who threatens the survival of his dwindling kind. Angelica can sense that Alexander is dangerous, a mystery to be unraveled at her own peril. Yet desire sears them both—she, the bewitching telepath, and he, the fearless leader who must learn to trust his heart. And unrestrained passion has strict demands that could cost them both their lives...and their souls.</p>"
9780060184889,Outcast,['Jose Latour'],"<p>Curtain call for the Cuban revolution...After 40 years, Havana has slowly disintegrated from the carnivalesque ""showtime"" of Cabrera-Infante’s Three Trapped Tigers to the drably conformist, anesthetized wasteland of Jose Latour’s brilliant new suspense novel, <i>Outcast</i>. In Latour’s Havana, the decline of passion, creativity, and desire is less a result of random violence and political oppression than a function of bureaucratic conformity, petty political ambitions, and loss of nerve—not to mention, of course, the steady attrition of the island’s dreamers, dissidents, and risk-takers to that other utopia to the north, the Cuban diaspora of Miami. With this important new release, Akashic Books introduces readers in the United States to José Latour and the harsh, tense, caustic tradition of Cuban Noir, of which he is an established master. The first Cuban crime novel to be published in the U.S., Outcast is a smart, multi-voiced, savagely unsentimental tale that blends cultural critique, personal discovery, and explosive violence to reveal the callous, impersonal dysfunction of both contemporary Cuban socialism and its self-congratulatory, free-market alternative in Miami.</p>
<p>The son of a Cuban mother and a U.S. laborer stationed on the island before the Revolution, the novel’s protagonist, Elliot Steil, is a down-and-out school teacher in Havana. Quietly resigned to the tedium and simplicity of his life, he has, like many of his fellow Havanans, systematically distanced himself from all aspirations for a better future. Steil’s hopes suddenly resurface when he is offered a ""once-in-a-lifetime"" chance to escape his current situation by a mysterious visitor to the island who claims to be a friend of Steil’s late father. When the stranger quickly turns from savior to would-be assassin, Steil finds himself perilously immersed in the waters of the Florida Straits and in the images of a past that he had spent most of his adult life trying to forget. Steil survives the ordeal, but his journey to find his betrayer and to discover the mystery of his bicultural past lure him into the heart of Miami's Cuban underworld. In the end, the tangle of deceit, corruption, and mutual interest that binds Steil and his enemies results in a dramatic stalemate that perfectly embodies the complexity, and the cynicism, of late twentieth century capitalism.<br>
</p>
<p class=""null1"">About the Author:</p>
<p>Jose Latour was born in 1940 in Havana, Cuba, where he won his first literary prize at age thirteen. Outcast is his seventh novel and his first written in English. He has traveled extensively in the United States, Eastern and Western Europe, Canada, and Mexico, and is the vice president of the Latin American division of the International Association of Crime Writers. He has two sons and a daughter, and lives in Havana with his wife.</p>"
9780060817244,The Electric Michelangelo,['Sarah Hall'],"<p>Cy Parks is the <b>Electric Michelangelo</b>, an artist of extraordinary gifts whose medium happens to be the pliant, shifting canvas of the human body. Fleeing his mother's legacy — a consumptives' hotel in a fading English seaside resort — Cy reinvents himself in the incandescent honky-tonk of Coney Island in its heyday between the two world wars. Amid the carnival decadence of freak shows and roller coasters, enchanters and enigmas, scam artists and marks, Cy will find his muse: an enigmatic circus beauty who surrenders her body to his work, but whose soul tantalizingly eludes him.</p>
This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more.

                        <p><b>Finalist for the 2004 Man Booker Prize for Fiction</b>
</p>"
9780030341793,Da Capo (with Audio Cd),"['Graziana Lazzarino', 'Annamaria Moneti']",<p>DA CAPO reviews and expands all aspects of Italian grammar while providing readings and oral practice within the framework of everyday Italian life.</p>
9780060933814,Amazing Soy : A Complete Guide to Buying and Cooking This Nutritional Powerhouse with 240 Recipes,['Dana Jacobi'],"<p>Dana Jacobi, the undisputed Queen of Soy, revolutionizes the art of cooking with soy -- the amazing, versatile power food.</p><p>This definitive cookbook on soy includes</p><ul><li>240 great-tasting recipes for every occasion and eating style, including instant break-fasts, energy-boosting snacks, working lunches, elegant entertaining dishes, authentic Asian meals, and luscious desserts</li><li>A comprehensive guide of soyfoods -- from familiar foods like tofu to lesser-known ingredients such as soymeat, soy cheese, miso, tempeh, and much more -- with helpful tips on how to buy, prepare, and cook with 36 of them</li><li>Nutritional information for each recipe</li><li>A directory of more than 105 soyfood companies with their websites and mail-order addresses.</li></ul><br><br>"
9780028645070,"Dance Kinesiology, Second Edition",['Sally Sevey Fitt'],"<p>Dance Kinesiology reflects modern techniques and includes articles addressing eight important systems of body work: the Pilates Method, Rolfing, the Feldenkrais Method, the Alexander Technique, Ideokinesis, Body-Mind Centering, the Bartenieff Fundamentals, and Laban Movement Analysis.</p>"
9780061367441,A Ship Made Of Paper: A Novel,['Scott Spencer'],"<p>Daniel Emerson lives with Kate Ellis, and he is like a father to her daughter, Ruby. But he cannot control his desire for Iris Davenport, the African-American woman whose son is Ruby's best friend. During a freak October blizzard, Daniel is stranded at Iris's house, and they begin a sexual liaison that eventually imperils all their relationships, Daniel's profession, their children's well-being, their own race-blindness, and their view of themselves as essentially good people.</p>


                        <p><strong>Finalist for the 2003 <a href=""http://www.barnesandnoble.com/awards/index_cds2.asp?&amp;sLinkPrefix&amp;PID=326"">National Book Award</a>, Fiction.</strong>
</p>"
9780060755461,Island Girls (and Boys),['Rachel Hawthorne'],"<p>Date: July 4<br>
Rental type: 2-person sailboat Rented by: Jen Taylor and Dylan Nelson Rental time: 8:15 p.m.<br>
Destination: Out to sea!<br>
Life jackets: 2<br>
Time back: Don't wait up!</p>"
